HET,count
ZNJ,102
OJQ,102
ZSP,102
KJN,102
NZT,102
ZSB,102
MDI,102
LNC,102
KCO,102
UQE,102
TYA,102
YSK,102
VUY,102
WXQ,102
SMN,102
XOY,102
CVP,102
QEU,102
OFR,102
DWS,102
TWY,101
OIC,101
YVU,101
ZHK,101
DUU,101
GCN,101
OQE,101
YDD,101
KFX,100
FQW,100
EKB,100
IGO,100
NAQ,100
IFY,100
KMD,100
FEJ,100
QGV,100
ICK,100
IQF,100
IKU,100
IMM,100
JIV,100
PUJ,100
ZOE,100
AUV,100
IQQ,100
IJH,100
NRE,100
XCV,100
EOG,100
FHD,100
JEL,100
IZW,100
PGX,100
TFJ,100
BGJ,100
PJX,100
WUF,100
WVE,100
VGF,100
IFR,100
IJN,100
JCJ,100
XOM,100
TXH,100
NDZ,100
MQA,100
FHS,100
FEY,100
JIG,100
MBY,100
MUC,100
BCJ,100
FDS,100
REB,100
HIO,100
CVJ,100
WPF,100
RQT,100
IYK,100
TNL,100
DKN,100
ELM,100
IGE,100
JAP,100
HZG,100
TVP,100
XES,100
FJN,100
PUA,100
NWJ,100
HPU,100
JXI,100
KTZ,100
NRF,100
IYW,100
REC,100
FYK,100
IKB,100
ARX,100
IDC,100
IKR,100
IOU,100
BGE,100
EZW,100
JQO,100
MLJ,100
AWS,100
SDN,100
MWB,100
KKT,100
PKV,100
ZWI,100
NYB,100
IYE,100
OWU,100
RFV,100
IJT,100
YNG,100
YTD,100
CHU,99
MKH,99
RSG,99
MWJ,99
OXQ,99
TXA,99
MYX,99
NHX,99
VLC,99
ITC,99
ISS,99
UBD,99
TRV,99
EHS,99
BXN,99
DDN,99
YSL,99
PAH,99
HIE,99
QZH,99
GFF,99
QXG,99
TGS,99
ZVR,99
WMB,98
FTO,98
NLA,98
GNL,98
ZDR,98
KYA,98
LGT,98
ZDP,98
GVY,98
SWI,98
TER,98
OHF,98
FCE,98
SZB,98
NUA,98
PYG,98
QRU,98
AQM,98
FJK,98
XSE,98
DSB,98
MOU,98
BQP,98
OHH,98
HTI,98
FEE,98
LYB,98
LFO,98
JZD,98
IZU,97
JGD,97
ENL,97
IOL,97
UCO,97
LHL,97
OBC,96
NJQ,96
QVM,96
KVK,96
CPD,96
KEE,96
JML,96
NVD,96
BMG,96
RQD,96
MQG,96
SHF,96
ETC,96
MEB,96
RUM,96
IQV,96
YBJ,96
CSA,96
HNR,96
PSV,96
RAY,96
BZX,96
RKO,96
NPJ,96
KMJ,96
WKR,96
UIH,96
NPI,96
PFG,96
NIQ,96
QUO,96
CPK,96
HPK,96
TME,96
JFW,96
DCJ,96
UOC,96
ESP,96
SVY,96
IZQ,96
JAZ,96
JQU,96
BJR,96
TMR,96
FYC,96
JIY,96
JJG,96
IVT,96
TCD,96
DBJ,96
JGS,96
PNB,96
UUU,96
GHX,96
TTG,96
ZOI,96
IBY,96
KDC,96
FNC,96
GRZ,96
THT,96
MUG,96
BTQ,96
AWR,96
QZV,96
WVV,96
JSI,96
JFO,96
BZM,96
CWC,96
XXQ,96
FVE,96
IYO,96
SVX,96
KAG,96
GWA,96
IGV,96
EJQ,96
OQL,96
DFB,96
NTT,96
TIY,96
VNM,96
PDR,96
XFG,96
QXL,96
JMI,96
ARH,96
IYN,96
JNL,96
FSA,96
VJS,96
AHO,96
OJT,96
KPR,96
KET,96
IJM,96
IIP,96
KQS,96
KBW,96
IOZ,96
IKO,96
LIP,96
UEN,96
REN,96
MCS,96
XGP,96
IGI,96
UBA,96
TNA,96
VZD,96
SJQ,96
CLT,96
RFQ,96
XIU,96
XFP,96
RLO,96
EZV,96
XJR,96
HLW,96
GPM,96
BIQ,96
WHW,96
RMT,96
XTW,96
IWC,96
PDB,96
IQE,96
SZA,96
GSL,96
YWR,95
OCD,95
PFT,95
VQY,95
FSO,95
SLF,95
BBL,95
LAL,95
PXU,95
RWY,95
BZH,95
IZY,95
JAK,95
NXC,95
OCH,95
SHA,95
FMM,95
FWI,95
FZI,95
GAT,95
RAB,95
DQZ,95
ROP,95
SUG,95
MEL,95
KBP,95
FWN,94
RUN,94
BHI,94
BJJ,94
CLL,94
LTZ,94
ZLP,94
ZGY,94
UIW,94
EMT,94
IYU,94
QHA,94
ZSF,94
ZOQ,94
GAF,94
QJY,94
UHV,94
WCS,94
XZA,94
BQS,94
MSU,94
EXQ,94
TIV,94
IWZ,94
GGQ,94
FWH,94
XRH,94
WKW,94
AEU,94
DWG,93
LWK,93
AAM,93
UKW,93
KIZ,93
OOB,93
GGH,93
RZG,93
OYE,93
ASV,93
XIO,93
THV,93
IGC,93
YUM,93
IYP,93
XPN,93
YCY,93
XGR,93
VYV,93
MSP,93
FUF,93
LIW,93
TEJ,93
LUO,93
AOW,93
CHI,93
PRM,93
SIY,93
OQN,93
DOU,93
HRZ,93
DVE,93
GVZ,92
ICD,92
DDY,92
FMV,92
IFE,92
TFW,92
VVN,92
GQW,92
BQJ,92
PLV,92
QQZ,92
AHM,92
HLM,92
JQT,92
SBR,92
MCV,92
AWG,92
LUW,92
BFV,92
BFO,92
TLC,92
TUY,92
ZFJ,92
IUG,92
YGL,92
YBC,92
RQZ,92
GMT,92
UZD,92
LAM,92
NFS,92
JXJ,92
JHW,92
NBM,92
JPM,92
UTQ,92
QAX,92
PZV,92
VAC,92
UEJ,92
DCB,92
HSH,92
AVA,92
KMV,92
LAJ,92
PKQ,92
JKY,92
BYV,92
DYQ,92
ORI,92
LEK,92
IZP,92
TTS,92
VKV,92
FNX,92
ABM,92
QPH,92
EXJ,92
WGH,92
QOV,92
QJJ,92
JOM,92
VYA,92
OCR,92
AQB,92
EJR,92
BAJ,92
IFV,92
PJR,92
JNX,92
DUK,92
XGG,92
CXN,92
ARK,92
XVC,92
WYD,92
TIT,92
HTZ,92
WCM,92
XGU,92
YAG,92
EET,92
XKR,92
SJP,92
IHV,92
XYW,92
UHC,91
RTQ,91
FIC,91
TBY,91
VWI,91
DYF,91
EGV,91
HCT,91
DMN,91
DIB,91
PRK,91
LAO,91
CUD,91
NEQ,90
TII,90
SQA,90
FGG,90
GFE,90
AQT,90
JGY,90
WOK,90
AGG,90
QBU,90
NTG,90
ING,90
CVZ,90
TVC,90
BIH,90
EJK,90
NNM,90
FMQ,90
NCU,90
LVD,90
ITY,90
VUV,90
BXJ,90
EOS,90
IYC,90
KMR,90
DFX,90
ZGI,90
CKI,90
NUM,90
XRJ,90
USI,90
CHC,90
LUY,90
YJY,90
VPR,90
UIR,90
FNE,90
JTZ,90
YNE,90
QHR,90
FAQ,90
VFW,90
ELK,90
JCL,90
SNE,90
VXL,90
YWQ,90
PLT,90
AIG,90
NLP,90
EXA,90
DBQ,90
LHW,90
JZQ,90
KLX,90
JZP,90
PBP,90
SOA,90
KZF,90
LSR,90
YEM,90
ZFG,90
LEV,90
VPA,90
PAV,90
VVU,90
ONQ,90
CVD,90
VIY,90
HDG,90
JYD,90
DDT,90
LXT,90
SMY,90
TZQ,90
QRC,90
EYC,90
APA,90
RYM,90
OQY,89
LNG,89
PDI,89
OQD,89
CKR,89
WRL,89
OJF,89
ANR,89
OQA,89
BNX,89
OQV,89
SNZ,88
CKY,88
KNR,88
QVY,88
JUX,88
CKM,88
YBM,88
QNO,88
JLU,88
GRK,88
WIC,88
XTF,88
CUO,88
IFL,88
RBB,88
PMH,88
ZFB,88
XNC,88
DQY,88
IYX,88
OUO,88
JBT,88
KAS,88
KUV,88
ZNA,88
EVS,88
QBC,88
EWT,88
LPQ,88
HBY,88
SDG,88
BKM,88
MKD,88
KPN,88
TEI,88
AQA,88
RVA,88
VAR,88
RLW,88
UBK,88
XAD,88
DKF,88
OAG,88
LIX,88
NSU,88
JQH,88
GXY,88
OXE,88
PZC,88
XLW,88
MRQ,88
VJG,88
LPN,88
XAL,88
FGN,88
ILU,88
PKY,88
REM,88
XXH,88
ZMD,88
IVF,88
RSH,88
CGY,88
MZP,88
QOY,88
SEI,88
NPC,88
LPO,88
RPN,87
NOY,87
SRP,87
ILQ,87
CRR,87
UZG,87
ICE,87
OAV,87
OQP,87
RWR,87
GAS,87
WMJ,87
TAI,87
OPJ,87
NJJ,87
AAH,87
KKW,87
YJT,87
CIA,87
HJI,87
GYU,87
ELR,87
AQW,87
DMG,87
GVH,87
TTE,87
WPD,87
IXN,87
PHF,87
RTJ,87
AWK,87
TYF,87
LXL,86
HME,86
NFJ,86
UUB,86
JSQ,86
NYF,86
CQE,86
JXF,86
EKZ,86
RWB,86
CQS,86
UUR,86
QPX,86
GIX,86
VKA,86
MYD,86
PVG,86
BVX,86
NDF,86
MMC,86
LZT,86
DOE,86
SAE,86
AQZ,86
IYT,86
ESY,86
UTX,86
ZJX,86
OQG,86
BWO,86
BVM,85
LCP,85
CSN,85
SYJ,85
OYR,85
SBT,85
OKL,85
IPL,85
XTP,85
UOE,85
DLG,85
IPJ,85
LOT,85
CHQ,85
OYU,85
ESO,85
MYT,85
JBF,84
UNN,84
JGU,84
BZE,84
XOW,84
EZK,84
XML,84
ESL,84
LRF,84
YWZ,84
LSD,84
QFV,84
MEW,84
PZJ,84
YUT,84
RCJ,84
QIJ,84
PBT,84
XMX,84
HGS,84
BYJ,84
VGQ,84
MIG,84
LXU,84
UTM,84
EVC,84
VDL,84
VLL,84
HMN,84
VPZ,84
VYR,84
EEH,84
VJE,84
LFV,84
NBA,84
YMO,84
AOB,84
UAJ,84
XGL,84
XTL,84
SHI,84
HOP,84
WUB,84
XMR,84
GEI,84
XBH,84
QKU,84
SSI,84
ZHX,84
PNW,84
XBC,84
GQE,84
TOF,84
OZJ,84
EWB,84
VAB,84
NCF,84
CCR,84
KIY,84
HZC,84
OVA,84
OYK,84
BNT,84
DXL,84
OIA,84
FSE,84
OPW,84
EYW,84
MKM,84
DPC,84
MHQ,84
YKU,84
AOM,84
XOG,84
GOP,84
UPC,84
UEG,84
PXM,84
ENJ,84
PNJ,84
EBB,84
NES,84
MTW,84
OPN,84
FTQ,84
YPV,84
PGF,84
FNO,84
SKQ,84
JTN,84
MBE,84
UYN,84
YCC,84
VOH,84
PSG,84
MUE,84
MIQ,84
TZG,84
LBK,84
NAK,84
QNV,84
UQS,84
FHM,84
NPY,84
JSU,84
JPY,84
XNK,84
GKH,84
ZUP,84
BIN,84
NGO,84
QPZ,84
NKY,84
QWM,84
OZX,84
DRO,84
VMC,84
AKX,84
CGK,84
YBN,84
JYA,84
OYX,84
QNL,84
XLB,84
BGY,84
DEE,84
UID,84
AUL,84
XEV,84
RHN,84
REZ,83
JGE,83
OHA,83
NEJ,83
LOV,83
ECC,83
FNM,83
ABE,83
EJM,83
RKD,83
BFS,83
WLJ,83
OEC,83
UUX,82
LVJ,82
VPC,82
EVL,82
RQB,82
ZPA,82
NYN,82
NQP,82
HBW,82
XWP,82
RYB,82
FEW,82
EGP,82
DWE,82
KNW,82
QDY,82
JHF,82
GWS,82
WVP,82
ULY,82
EUW,82
DXR,82
ZWN,82
XOH,82
BIM,82
NWF,82
QAK,82
ONA,82
AWI,82
JPE,82
HYJ,82
BSF,82
MYP,82
JFJ,82
PZN,82
LLQ,82
CMM,82
UDZ,82
KIT,82
XUA,82
QKC,82
VWP,82
ZXU,82
TGB,82
NKK,82
QBG,82
WPC,82
JGF,82
FDD,82
QZF,82
YMX,82
TBZ,82
UCF,81
NBZ,81
GQL,81
MTV,81
TNK,81
XHA,81
KFY,81
REK,81
DKE,81
HFW,81
PYD,81
JGM,81
QSC,81
WEP,81
AZD,81
EFC,81
RFE,81
JWA,81
SAV,81
CWO,81
KKI,81
PUU,81
WAK,81
FUG,81
TNV,81
LQD,81
HWW,81
GXW,81
HDM,81
DRK,81
ELB,81
VXE,81
EJL,81
GXZ,81
RKE,80
OWO,80
DMK,80
VEB,80
JUA,80
DWQ,80
HYB,80
NJT,80
JOG,80
PRV,80
NJA,80
RBJ,80
YXP,80
DUE,80
ADZ,80
IWU,80
TUA,80
TRU,80
NSI,80
AEA,80
BVU,80
DBE,80
MZX,80
TXQ,80
NVY,80
LWV,80
KGT,80
BWG,80
NCB,80
SSB,80
AFX,80
JQA,80
FLB,80
JLM,80
DYD,80
JFV,80
DMH,80
WTT,80
FHP,80
NCI,80
EWM,80
NAT,80
CCE,80
DLF,80
TJO,80
TQY,80
WSP,80
NBF,80
IPQ,80
AFB,80
GIF,80
GOW,80
ORV,80
SKD,80
DUC,80
JNW,80
DQM,80
BLF,80
MLO,80
SXX,80
EPG,80
HLC,80
VWY,80
PTH,80
EEG,80
AFH,80
ESR,80
LCY,80
YUP,80
HBQ,80
KTV,80
FGJ,80
FXX,80
CAT,80
ENB,80
EUQ,80
TBW,80
MDP,80
IKS,80
CNO,80
EKS,80
VXH,80
UPT,80
NRD,80
EUB,80
ZSX,80
TBP,80
GYA,80
CEV,80
XTS,80
PIH,80
SAJ,80
NWA,80
WLN,80
MBU,80
TXZ,80
BRV,80
OSY,80
ZKS,80
CRP,80
BJW,80
EZX,80
XCL,80
TFR,80
WYI,80
FRD,80
YLY,80
HSV,80
BNY,80
BYG,80
ALU,80
EVI,79
TMM,79
SXU,79
QRW,79
MGX,79
HPH,79
QLJ,79
ULI,79
ISP,79
VMX,78
DWP,78
RAJ,78
DER,78
QSQ,78
XCT,78
UDN,78
WYP,78
UPA,78
UCT,78
WDE,78
JXL,78
RAS,78
OEU,78
NXO,78
XPF,78
WJH,78
QWS,78
OOW,78
HPM,78
XOU,78
KVB,78
NWR,78
LZI,78
UEE,78
JDO,78
XKN,78
UHJ,78
AWN,78
ZOD,78
OOK,78
BUD,78
NVC,78
XYH,78
GKE,78
JSJ,78
MQF,78
MSJ,78
LFD,78
YHG,78
ONO,78
GKD,78
LUV,78
SIB,78
PPH,78
CZM,78
GKY,78
ELJ,78
VJX,78
RVR,78
BQN,78
LQY,78
HVT,78
QAA,78
TCQ,78
DOT,78
EVW,78
OVZ,78
GRL,78
RUX,78
NLQ,78
GVV,78
BIX,78
KSG,78
XZS,78
FKF,78
FHC,78
UYC,78
TTB,78
JRF,78
JVY,78
GXF,78
OHY,78
GDV,78
RCN,78
UMM,78
XBU,78
BLK,78
BIY,78
ZRU,78
NXR,78
RPF,78
OVX,78
DZL,78
JRD,78
FEZ,78
AOT,78
QIX,78
HHE,78
BDW,78
JAC,78
LKB,78
KTL,78
ZVW,78
KKM,78
GOJ,78
DUY,78
LBF,78
OBK,78
EZF,78
VKG,78
URW,78
IFT,78
MHW,77
NER,77
GMV,77
QLD,77
VVP,77
KPC,77
WFI,77
LIU,77
GRE,77
FCB,77
MIT,77
IBH,77
IPB,77
CYQ,77
SXJ,77
XJJ,77
SYG,77
XPX,77
EEJ,77
WBU,77
ILI,76
RAK,76
VAW,76
MBM,76
JTL,76
MSR,76
QFO,76
SFS,76
XFA,76
LMC,76
UGR,76
WKE,76
RZW,76
BQY,76
OMM,76
ENQ,76
FGX,76
FYQ,76
QCH,76
SJM,76
NWL,76
FUE,76
JJA,76
KRG,76
RBL,76
OCP,76
KML,76
AZV,76
QYQ,76
UEM,76
SJG,76
CTU,76
JOA,76
TJC,76
XBD,76
PVY,76
VQD,76
TKF,76
YIJ,76
JPB,76
IOT,76
USH,76
FJG,76
WIL,76
BFX,76
TGP,76
QPY,76
RTO,76
DOF,76
GRJ,76
BYI,76
IYH,76
BGO,76
GQZ,76
CSH,76
DWK,76
ADY,76
HRY,76
SWY,76
ZTI,76
SBH,76
MHX,76
HFH,76
BKL,76
TZI,76
ESA,76
RVC,76
YKV,76
YKS,76
PHY,76
HMW,76
OLF,76
VFD,76
DTA,76
UTJ,76
UTY,76
IVN,76
MOM,76
TQV,76
RKM,76
AYQ,76
ZRV,76
LRY,76
DFF,76
GIC,76
RVB,76
UBP,76
HNZ,76
VZV,76
HNL,76
TRF,76
VZO,76
RNP,76
WLB,75
UWS,75
YUX,75
GTC,75
YPU,75
YOM,75
XKQ,75
ZHA,75
IAA,75
LWL,75
HES,75
ADI,75
SGG,75
HJX,75
WBP,75
GZZ,75
OPZ,75
QHM,75
NDX,75
MRT,75
YFE,75
TBD,75
YFR,75
POK,75
TBJ,75
VQV,75
VVG,75
PFM,75
EBE,75
FRZ,75
AVC,75
TTQ,75
JRJ,75
ALP,75
FFB,75
AXC,75
UXA,75
PAI,75
HGP,75
SMW,75
WGD,75
ZXY,75
PLK,75
JSX,75
QIZ,75
SCV,75
FKY,74
XKF,74
WED,74
TAA,74
LUP,74
NFW,74
QMQ,74
FZV,74
ZQV,74
UOA,74
FGL,74
VQA,74
YMC,74
NKS,74
QTN,74
JGL,74
KGZ,74
LLV,74
WUP,74
OZL,74
YJA,74
OSW,74
AQU,74
QYF,74
QXI,74
RRB,74
DEJ,74
KHE,74
SJV,74
CQQ,74
GGM,74
CZN,74
SQB,74
PGS,74
WFR,74
TXK,74
AQL,74
ZNM,74
QBR,74
IMA,74
LLM,74
OIH,74
WMW,74
VMI,74
FNF,74
QLM,74
AYI,74
SMU,74
OOF,74
MEZ,74
UQJ,74
UGF,74
YBE,74
LET,74
DWM,74
JFK,74
GMM,74
WEW,74
JQV,74
MRV,74
XNZ,74
EMK,74
JCA,74
ERJ,74
DXH,74
LLN,74
IFJ,73
UZR,73
YNY,73
QUV,73
IDE,73
QEV,73
BUE,73
ZSS,73
FYM,72
HVC,72
KCC,72
WQD,72
ZPU,72
FST,72
VAJ,72
DPS,72
KTN,72
OMO,72
ZLE,72
VBS,72
TMC,72
ZXL,72
DCU,72
KUF,72
DEY,72
UMV,72
OYF,72
JXS,72
NTJ,72
WJD,72
SFE,72
WKZ,72
YAO,72
ELZ,72
XXJ,72
OZC,72
ICB,72
LER,72
SWJ,72
CZY,72
MWV,72
ZGM,72
RXX,72
IUR,72
EMH,72
TVL,72
BXU,72
XHT,72
NXW,72
GZI,72
NWS,72
JSA,72
MFR,72
ZMM,72
OWC,72
QGF,72
JPJ,72
FGT,72
DNW,72
QXN,72
QNE,72
TMI,72
BGR,72
DQN,72
ZUD,72
VHH,72
GXV,72
NBK,72
AWP,72
ZVP,72
GQI,72
IAT,72
RVD,72
WFD,72
TMV,72
BXO,72
LPZ,72
NTL,72
HRX,72
XKJ,72
VWT,72
NDJ,72
ORK,72
BCF,72
KZN,72
ZMJ,72
WKN,72
DFA,72
YBO,72
QPI,72
UJL,72
LJY,72
TVF,72
XNI,72
EVZ,72
YVN,72
NXY,72
GZB,72
IZV,72
CGR,72
VVC,72
LXO,72
YAK,72
KUJ,72
CMG,72
BMC,72
LLR,72
FSU,72
VSB,72
NKH,72
FRB,72
GBT,72
YGO,72
WHH,72
RAX,72
XMY,72
TVS,72
USL,72
TQH,72
GUT,72
CVL,72
VYN,72
EWA,72
PLU,72
SMI,72
WZP,72
YCX,72
BHL,72
KKZ,72
BAO,72
RYW,72
FDX,72
JZS,72
NSJ,72
JWD,72
MMF,72
BXT,72
PSW,72
QNU,72
GTV,72
VOG,72
UEA,72
NLY,72
DTL,72
RJE,72
DCD,72
CWY,72
QIW,72
CDG,72
HEU,72
VUF,72
WPP,72
QEY,72
ONK,72
OWY,72
EAZ,72
DFL,72
HUP,72
MFO,72
DQX,72
TNN,72
VME,72
XZQ,72
TLZ,72
TIQ,72
ENS,72
QEZ,72
HZR,72
WBQ,72
JUO,72
EDG,72
TKS,72
XUG,72
LUZ,72
BYL,72
NEZ,72
ERF,72
YKG,72
VJH,72
HSQ,71
OZW,71
FKA,71
QLS,71
ESN,71
VVH,71
GJQ,71
UOW,71
ENU,71
TVE,71
ZFW,71
MJC,71
DBY,71
SWP,71
KLU,70
VPT,70
XNH,70
XNJ,70
WNP,70
VMZ,70
CYH,70
NGW,70
LVR,70
QMN,70
ZEC,70
WVL,70
NKM,70
IEI,70
BQA,70
JOP,70
KBU,70
APB,70
TQG,70
OZH,70
RCV,70
WLU,70
LFF,70
OHR,70
PWU,70
LLB,70
MMZ,70
PQF,70
GKB,70
YDY,70
EUS,70
MKR,70
HFR,70
OKH,70
QQL,70
ECJ,70
RHD,70
SIG,70
FTV,70
BQX,70
RIA,70
GBO,70
OMK,70
WZF,70
VTM,70
UQX,70
GIY,70
QHF,70
VDG,70
XRP,70
GHV,70
PCY,70
GUY,70
RSM,70
REO,70
YWY,70
XTA,70
YWA,70
DJL,70
GOB,70
BIB,70
ROJ,70
JJH,70
EWK,70
OJD,70
WZD,70
EXZ,70
QJK,70
SBG,70
LKQ,70
CFJ,70
XDR,70
FHY,70
SIE,70
VZX,70
VQG,70
PNP,70
AEX,70
GHF,70
DEO,70
TTU,70
XOD,70
QHH,70
OQC,70
UFS,70
WOP,70
HMU,70
JQD,70
GNI,70
LLI,70
NHS,70
DXQ,70
KGY,70
TUJ,70
AQP,70
AFP,70
OYT,70
NHR,70
MRK,69
YVZ,69
XZU,69
UMN,69
ITB,69
HKW,69
XYZ,69
APG,69
ECI,69
QIK,69
HNV,69
IRH,69
LXE,69
CRK,69
KXJ,69
NOG,69
ODM,69
IWX,69
IYZ,69
HJM,69
ZXN,69
GYO,69
ZHT,69
MLX,69
BZS,69
HQQ,69
CEG,69
QYX,69
ZJB,69
AOF,69
TPY,69
SAX,69
HDQ,69
EPL,69
BJL,69
CXQ,69
JZU,69
VIW,69
TEU,69
XJS,69
TLP,69
OOX,69
RRY,69
TYU,68
CZI,68
BCS,68
DXK,68
ZXQ,68
CZB,68
VIL,68
RCK,68
BOM,68
WNK,68
XSO,68
SPX,68
SHM,68
CQH,68
EVA,68
CZL,68
QNK,68
OYH,68
YAF,68
JTJ,68
NGK,68
WHN,68
FHL,68
SWR,68
HTY,68
AVD,68
ETU,68
JHI,68
HLJ,68
UDG,68
XNR,68
RJA,68
TQF,68
EPD,68
KYD,68
JTM,68
HNO,68
JEA,68
RGA,68
TJE,68
LJB,68
JIK,68
OBR,68
BBZ,68
URD,68
HOJ,68
CMV,68
JLD,68
TIE,68
TGZ,68
QNA,68
LVE,68
UNW,68
XQZ,68
BFK,68
RFM,68
FWO,68
EBG,68
WSO,68
NZW,68
EOT,68
JXX,68
KQO,68
EXC,68
PZO,68
QUY,68
VQJ,68
VOO,68
UFD,68
QFY,68
RAQ,68
ZMG,68
NWG,68
QFF,68
VLE,68
TXO,68
WAS,68
ECK,68
KAE,68
VNZ,68
JCQ,68
ZKR,68
RPR,68
EUO,68
ZPG,68
LDV,68
EVQ,68
QEK,68
APT,68
EMQ,68
LZF,68
WEA,68
IKG,68
JEH,68
BMS,68
LHT,68
GJB,68
IBC,68
IVS,68
XQL,68
WGX,68
KUD,68
KUG,68
EYQ,68
EZR,68
IWY,68
SSR,68
EZJ,68
KUE,68
KAV,68
GTI,68
QRF,68
KHH,68
QZR,68
LIM,68
MKK,68
PHS,68
GMR,68
IWG,68
TIG,68
MBL,68
VBI,68
YLV,68
FKX,68
KDW,68
FWU,68
EMF,68
UWX,68
QRH,67
BHA,67
LKJ,67
JAJ,67
UOH,67
SMT,67
GGP,67
HRT,67
RMW,67
ESW,67
LZE,67
QBA,67
NRJ,67
XNE,67
RIF,67
SCS,67
ZAH,67
WNE,66
LMV,66
AOU,66
IOO,66
ZWS,66
RHI,66
GGF,66
LLX,66
NDR,66
NZX,66
DRN,66
YKD,66
YKA,66
SKO,66
VPG,66
JWF,66
TWU,66
XJO,66
ONV,66
YCE,66
YSU,66
GYR,66
EBK,66
LLC,66
UGK,66
JVM,66
RZI,66
DZA,66
PFU,66
DIJ,66
DBG,66
KZP,66
KFP,66
DJS,66
AJH,66
PNZ,66
BOV,66
SKR,66
XCK,66
FRG,66
WIX,66
NBH,66
XAR,66
FAX,66
DRH,66
QMX,66
MKW,66
VXN,66
VXC,66
VDF,66
QZL,66
VEU,66
LTS,66
AVZ,66
UIP,66
VOL,66
OSA,66
RFF,66
ZIA,66
TGE,66
CRJ,66
AUR,66
CVV,66
QYA,66
LOO,66
DQG,66
JIA,66
GGA,66
SXC,66
JDX,66
RTB,66
FVX,66
QIL,66
AOC,66
KJY,66
ZHS,66
HIG,66
RQW,66
REF,66
IYY,66
TVX,66
RZS,66
NZR,66
ZRR,66
QQP,66
NVH,66
TUI,66
LVH,66
CRV,66
STG,66
NRO,66
HHA,66
GOC,66
QOZ,66
RZF,66
UIB,66
VOP,66
XFD,66
EVM,66
AHN,66
QCB,66
ZVZ,66
AXA,66
NVB,66
AQR,66
RHB,66
YNQ,66
ICO,66
PDS,66
DAJ,66
LMK,66
KRH,66
SJL,66
XWG,66
JKL,66
XGT,66
JTP,66
VWW,66
GWP,66
GBW,66
YSC,66
NVX,66
KYO,66
AAO,66
XFF,66
AKW,66
XFR,66
TGQ,66
FYP,66
YXG,66
RHO,66
GZS,66
CJM,66
WFQ,66
HNW,66
PYE,66
ZMK,66
KUK,66
JBG,66
OYZ,66
PGZ,66
IQM,66
RBM,66
XNW,66
EGM,66
BCP,66
BBV,66
LJE,66
LJU,66
JVJ,66
FYA,66
ZEE,66
CDS,66
AXN,66
UTO,66
DTN,66
NVW,66
EKL,65
KTW,65
EPR,65
SES,65
ODU,65
THO,65
HQV,65
DEZ,65
URO,65
ESK,65
RRJ,65
OOE,65
UKL,65
PYQ,65
SZY,65
HAF,65
TUW,65
WKY,65
UUW,65
JTH,65
NBV,65
FIV,65
UQO,65
YJS,65
GTM,65
CTZ,65
WJB,65
PTZ,65
WOF,65
EVD,65
VES,65
ZEV,65
OQI,65
NSO,65
MMB,64
JFY,64
LKT,64
MGV,64
YKL,64
EHB,64
ESH,64
BGS,64
ERP,64
QQQ,64
KZT,64
VRZ,64
KUN,64
FZF,64
YKP,64
EHO,64
QYN,64
LPL,64
NZD,64
NWK,64
PWJ,64
BYY,64
TVK,64
LRQ,64
ASE,64
RIJ,64
SJX,64
YET,64
NOB,64
PWG,64
BKK,64
CFG,64
YKM,64
LXW,64
YQG,64
VXO,64
XCI,64
JJF,64
FSP,64
RVL,64
JOF,64
JHA,64
WBG,64
DQF,64
ZTT,64
HBG,64
ILH,64
GNF,64
UTS,64
VMV,64
GFO,64
WFT,64
ZHO,64
ZTX,64
ERK,64
JJV,64
ABC,64
KAO,64
DYK,64
OFB,64
JTD,64
EKV,64
PIR,64
ZGB,64
DGV,64
GKZ,64
BQM,64
RDX,64
MZJ,64
RSS,64
ALK,64
GHC,64
UJV,64
TLG,64
BLP,64
KKP,64
DJY,64
MLQ,64
EZT,64
JDH,64
EGU,64
SDJ,64
ANS,64
IWB,64
GJX,64
ZVY,64
OGY,64
NNV,64
ZVV,64
LRL,64
USE,64
ZQB,64
GYX,64
DIZ,64
ELT,64
CZP,64
EAG,64
UCA,64
PAN,64
ENR,64
FQX,64
WQR,64
JJL,64
OBM,64
WQB,64
OBB,64
XHO,64
LGH,64
WZB,64
WLW,64
YJR,64
KFS,64
YLF,64
QNY,64
GOS,64
VRU,64
YKJ,64
BDQ,64
GBR,64
JRU,64
YHP,64
VQN,64
UUQ,64
IBL,64
MXY,64
KSN,64
DCN,64
ISG,64
BVJ,64
CBB,64
SMG,64
XGZ,64
CCU,64
LPS,64
CXA,64
YSR,64
KBR,64
ZBF,64
TUZ,64
YQB,64
PCX,64
NPE,64
QJL,64
QTI,64
XOR,64
QNH,64
OKI,64
CXC,64
TOQ,64
KPS,63
XDH,63
OAB,63
MHV,63
NZO,63
WDL,63
GGV,63
JTG,63
WRP,63
KXD,63
MCI,63
YSQ,63
SBW,63
RQM,63
TPX,63
HFS,63
GMC,63
BDT,63
TIM,63
CIN,63
RCL,63
COJ,63
FVQ,63
UFN,63
OKE,63
SPF,63
IBQ,63
MDE,63
KWM,63
YJF,63
DSE,63
SQS,63
ZYH,63
UZX,63
FDM,63
ERW,63
YRF,63
PME,63
BUX,63
WRT,63
WRF,63
RGC,63
BTL,63
RQK,63
KIE,63
TMJ,63
KDK,63
EFA,63
RGZ,63
XZK,63
AEN,63
XRG,63
ZAS,63
LNJ,63
